timestamp,symbol,strike,option_type,event,message
2026-04-15 09:20:00,SENSEX,78200,CE,ENTRY,Qty:-800 EP:305.65 SL:366.80
2026-04-15 09:25:00,SENSEX,80100,CE,HEDGE_ENTRY,BUY qty:400 EP:10.20
2026-04-15 15:15:00,SENSEX,78200,CE,EOD_SQUAREOFF,Exit:256.90 PnL:39000.00
2026-04-15 15:15:00,SENSEX,80100,CE,EOD_SQUAREOFF,Exit:7.15 PnL:-1220.00
