timestamp,symbol,strike,option_type,event,message
2026-04-15 09:20:00,SENSEX,78000,CE,ENTRY,Qty:-800 EP:457.90 SL:549.50
2026-04-15 09:24:00,SENSEX,80000,CE,HEDGE_ENTRY,BUY qty:400 EP:15.35
2026-04-15 10:10:00,SENSEX,78000,CE,RMS_INVALID_STRIKE,Exit:479.15
2026-04-15 10:10:00,SENSEX,78100,CE,ENTRY,Qty:-800 EP:419.00 SL:502.80
2026-04-15 15:15:00,SENSEX,78100,CE,EOD_SQUAREOFF,Exit:338.05 PnL:64760.00
2026-04-15 15:15:00,SENSEX,80000,CE,EOD_SQUAREOFF,Exit:11.00 PnL:-1740.00
