date,index,date_time,trading_symbol,type,option_type,strike,open,high,low,close,volume,open_interest,expiry_date
2026-04-15,SENSEX,2026-04-15 11:48:00+05:30,SENSEX,SPOT,,,78015.55,78048.63,78012.93,78048.63,0,,
2026-04-15,SENSEX,2026-04-15 11:49:00+05:30,SENSEX,SPOT,,,78048.97,78062.56,78045.55,78052.09,0,,
2026-04-15,SENSEX,2026-04-15 11:50:00+05:30,SENSEX,SPOT,,,78052.09,78064.81,78050.89,78055.99,0,,
2026-04-15,SENSEX,2026-04-15 11:51:00+05:30,SENSEX,SPOT,,,78055.86,78076.91,78054.81,78073.63,0,,
2026-04-15,SENSEX,2026-04-15 11:52:00+05:30,SENSEX,SPOT,,,78070.41,78074.3,78054.33,78058.91,0,,
2026-04-15,SENSEX,2026-04-15 11:53:00+05:30,SENSEX,SPOT,,,78056.51,78058.28,78041.42,78049.76,0,,
2026-04-15,SENSEX,2026-04-15 11:54:00+05:30,SENSEX,SPOT,,,78053.97,78070.94,78050.84,78062.96,0,,
2026-04-15,SENSEX,2026-04-15 11:55:00+05:30,SENSEX,SPOT,,,78061.29,78065.79,78051.09,78060.53,0,,
2026-04-15,SENSEX,2026-04-15 11:56:00+05:30,SENSEX,SPOT,,,78060.3,78067.13,78052.67,78055.49,0,,
2026-04-15,SENSEX,2026-04-15 11:57:00+05:30,SENSEX,SPOT,,,78051.99,78061.85,78050.33,78057.76,0,,
2026-04-15,SENSEX,2026-04-15 11:58:00+05:30,SENSEX,SPOT,,,78057.29,78057.29,78044.28,78045.21,0,,
2026-04-15,SENSEX,2026-04-15 11:59:00+05:30,SENSEX,SPOT,,,78045.21,78055.69,78042.43,78052.62,0,,
2026-04-15,SENSEX,2026-04-15 12:00:00+05:30,SENSEX,SPOT,,,78052.62,78075.53,78052.62,78073.24,0,,
2026-04-15,SENSEX,2026-04-15 12:01:00+05:30,SENSEX,SPOT,,,78073.92,78079.49,78063.88,78074.79,0,,
2026-04-15,SENSEX,2026-04-15 12:02:00+05:30,SENSEX,SPOT,,,78072.59,78082.44,78045.4,78060.82,0,,
2026-04-15,SENSEX,2026-04-15 12:03:00+05:30,SENSEX,SPOT,,,78076.74,78096.56,78050.16,78093.1,0,,
2026-04-15,SENSEX,2026-04-15 12:04:00+05:30,SENSEX,SPOT,,,78093.18,78113.53,78060.8,78108.21,0,,
2026-04-15,SENSEX,2026-04-15 12:05:00+05:30,SENSEX,SPOT,,,78103.96,78110.25,78097.15,78100.07,0,,
2026-04-15,SENSEX,2026-04-15 12:06:00+05:30,SENSEX,SPOT,,,78089.04,78107.74,78055.98,78089.46,0,,
2026-04-15,SENSEX,2026-04-15 12:07:00+05:30,SENSEX,SPOT,,,78068.55,78090.34,78055.47,78055.47,0,,
2026-04-15,SENSEX,2026-04-15 12:08:00+05:30,SENSEX,SPOT,,,78055.32,78072.6,78051.93,78070.8,0,,
2026-04-15,SENSEX,2026-04-15 12:09:00+05:30,SENSEX,SPOT,,,78072.09,78092.11,78065.16,78088.59,0,,
2026-04-15,SENSEX,2026-04-15 12:10:00+05:30,SENSEX,SPOT,,,78083.58,78105.68,78072.25,78083.53,0,,
2026-04-15,SENSEX,2026-04-15 12:11:00+05:30,SENSEX,SPOT,,,78093.46,78115.25,78091.63,78099.69,0,,
2026-04-15,SENSEX,2026-04-15 12:12:00+05:30,SENSEX,SPOT,,,78099.98,78115.33,78086.47,78091.61,0,,
2026-04-15,SENSEX,2026-04-15 12:13:00+05:30,SENSEX,SPOT,,,78086.77,78094.57,78070.31,78090.84,0,,
2026-04-15,SENSEX,2026-04-15 12:14:00+05:30,SENSEX,SPOT,,,78090.84,78107.98,78090.84,78102.77,0,,
2026-04-15,SENSEX,2026-04-15 12:15:00+05:30,SENSEX,SPOT,,,78102.88,78130.28,78097.92,78126.8,0,,
2026-04-15,SENSEX,2026-04-15 12:16:00+05:30,SENSEX,SPOT,,,78126.12,78131.33,78117.25,78130.77,0,,
2026-04-15,SENSEX,2026-04-15 12:17:00+05:30,SENSEX,SPOT,,,78134.74,78139.02,78088.39,78089.21,0,,
2026-04-15,SENSEX,2026-04-15 12:18:00+05:30,SENSEX,SPOT,,,78086.53,78090.32,78065.98,78069.04,0,,
2026-04-15,SENSEX,2026-04-15 12:19:00+05:30,SENSEX,SPOT,,,78069.65,78084.37,78062.62,78075.97,0,,
2026-04-15,SENSEX,2026-04-15 12:20:00+05:30,SENSEX,SPOT,,,78072.97,78095.25,78054.92,78056.54,0,,
2026-04-15,SENSEX,2026-04-15 12:21:00+05:30,SENSEX,SPOT,,,78051.82,78060.87,78002.34,78002.34,0,,
2026-04-15,SENSEX,2026-04-15 12:22:00+05:30,SENSEX,SPOT,,,78005.7,78010.96,77987.04,78010.96,0,,
2026-04-15,SENSEX,2026-04-15 12:23:00+05:30,SENSEX,SPOT,,,78003.52,78050.14,77992.0,78050.14,0,,
2026-04-15,SENSEX,2026-04-15 12:24:00+05:30,SENSEX,SPOT,,,78051.45,78092.07,78046.99,78089.74,0,,
2026-04-15,SENSEX,2026-04-15 12:25:00+05:30,SENSEX,SPOT,,,78088.65,78092.05,78074.13,78089.25,0,,
2026-04-15,SENSEX,2026-04-15 12:26:00+05:30,SENSEX,SPOT,,,78088.01,78088.99,78077.15,78086.45,0,,
2026-04-15,SENSEX,2026-04-15 12:27:00+05:30,SENSEX,SPOT,,,78088.16,78111.22,78088.16,78105.55,0,,
2026-04-15,SENSEX,2026-04-15 12:28:00+05:30,SENSEX,SPOT,,,78103.56,78103.56,78084.41,78091.25,0,,
2026-04-15,SENSEX,2026-04-15 12:29:00+05:30,SENSEX,SPOT,,,78091.32,78099.74,78077.69,78077.69,0,,
2026-04-15,SENSEX,2026-04-15 12:30:00+05:30,SENSEX,SPOT,,,78078.74,78086.49,78059.3,78061.42,0,,
2026-04-15,SENSEX,2026-04-15 12:31:00+05:30,SENSEX,SPOT,,,78062.7,78076.67,78062.7,78062.73,0,,
2026-04-15,SENSEX,2026-04-15 12:32:00+05:30,SENSEX,SPOT,,,78062.73,78070.43,78054.9,78056.78,0,,
2026-04-15,SENSEX,2026-04-15 12:33:00+05:30,SENSEX,SPOT,,,78062.8,78072.48,78057.47,78057.47,0,,
2026-04-15,SENSEX,2026-04-15 12:34:00+05:30,SENSEX,SPOT,,,78057.04,78068.4,78054.16,78068.4,0,,
2026-04-15,SENSEX,2026-04-15 12:35:00+05:30,SENSEX,SPOT,,,78067.79,78083.87,78060.62,78083.87,0,,
2026-04-15,SENSEX,2026-04-15 12:36:00+05:30,SENSEX,SPOT,,,78082.86,78111.92,78081.88,78108.14,0,,
2026-04-15,SENSEX,2026-04-15 12:37:00+05:30,SENSEX,SPOT,,,78108.09,78121.24,78104.53,78117.7,0,,
2026-04-15,SENSEX,2026-04-15 12:38:00+05:30,SENSEX,SPOT,,,78115.66,78125.93,78114.02,78125.21,0,,
2026-04-15,SENSEX,2026-04-15 12:39:00+05:30,SENSEX,SPOT,,,78121.03,78136.19,78121.03,78125.99,0,,
2026-04-15,SENSEX,2026-04-15 12:40:00+05:30,SENSEX,SPOT,,,78126.31,78127.98,78101.93,78113.93,0,,
2026-04-15,SENSEX,2026-04-15 12:41:00+05:30,SENSEX,SPOT,,,78113.93,78119.37,78091.0,78095.09,0,,
2026-04-15,SENSEX,2026-04-15 12:42:00+05:30,SENSEX,SPOT,,,78092.98,78093.77,78065.04,78072.11,0,,
2026-04-15,SENSEX,2026-04-15 12:43:00+05:30,SENSEX,SPOT,,,78070.72,78082.52,78061.85,78081.01,0,,
2026-04-15,SENSEX,2026-04-15 12:44:00+05:30,SENSEX,SPOT,,,78080.71,78110.07,78078.2,78098.95,0,,
2026-04-15,SENSEX,2026-04-15 12:45:00+05:30,SENSEX,SPOT,,,78100.24,78123.42,78095.82,78121.25,0,,
2026-04-15,SENSEX,2026-04-15 12:46:00+05:30,SENSEX,SPOT,,,78118.3,78122.24,78090.34,78097.11,0,,
2026-04-15,SENSEX,2026-04-15 12:47:00+05:30,SENSEX,SPOT,,,78100.82,78103.05,78053.11,78053.11,0,,
2026-04-15,SENSEX,2026-04-15 12:48:00+05:30,SENSEX,SPOT,,,78054.91,78061.25,78045.65,78049.97,0,,
2026-04-15,SENSEX,2026-04-15 12:49:00+05:30,SENSEX,SPOT,,,78050.79,78062.55,78039.08,78059.78,0,,
2026-04-15,SENSEX,2026-04-15 12:50:00+05:30,SENSEX,SPOT,,,78058.38,78087.13,78058.38,78081.42,0,,
2026-04-15,SENSEX,2026-04-15 12:51:00+05:30,SENSEX,SPOT,,,78081.81,78115.11,78077.45,78107.86,0,,
2026-04-15,SENSEX,2026-04-15 12:52:00+05:30,SENSEX,SPOT,,,78105.83,78109.13,78076.55,78076.55,0,,
2026-04-15,SENSEX,2026-04-15 12:53:00+05:30,SENSEX,SPOT,,,78079.81,78086.52,78022.93,78029.66,0,,
